filename,Bi,SBi,Si,NUMBER_OF_REPET,MAX_STEP,RANDSEED,FRAMEFREQ,Side_of_world,currCriterion,noiseInfoProb,epochOfAmbient,epochOfScramblers,SCRAMBLERS_FLIP_EPO,epochOfTrust,AGENTS_FLIP_EPO,phaseStepForAmbient,MAXAMP,minNumOfWaves,maxNumOfWaves,IntMode,minNumOfScramblers,maxNumOfScramblers,SCRAMB_BIAS_MEAN,SCRAMB_BIAS_DISP,epochOfScramblers,ScramblerEuclid,ScramblerMOVEMENT,NumberOfAgents,AgentMOVEMENT,AgentBrownian,networkType,epochOfTrust,symetricConnections,minInitialTrust,maxInitialTrust,maxERRORofSensors,MIN_TRUST,BIASmean_for_typical_agents,BIAS_DISP,MAX_RECUR_LEVEL,ALFA,BETA,GAMA,LENGTH_of_LEARNING,STEPSperSTAT,REAL_REPET,LAST_REP_ST,OpiAmbDif_fin_N,OpiAmbDif_fin_MIN,OpiAmbDif_fin_HAMN,OpiAmbDif_fin_SQMN,OpiAmbDif_fin_MEAN,OpiAmbDif_fin_QUMN,OpiAmbDif_fin_MAX,OpiAmbDif_fin_STDD,OpiAmbDif_fin_MED,SenAmbDif_fin_N,SenAmbDif_fin_MIN,SenAmbDif_fin_HAMN,SenAmbDif_fin_SQMN,SenAmbDif_fin_MEAN,SenAmbDif_fin_QUMN,SenAmbDif_fin_MAX,SenAmbDif_fin_STDD,SenAmbDif_fin_MED,TomRatio_fin_N,TomRatio_fin_MIN,TomRatio_fin_HAMN,TomRatio_fin_SQMN,TomRatio_fin_MEAN,TomRatio_fin_QUMN,TomRatio_fin_MAX,TomRatio_fin_STDD,TomRatio_fin_MED
RTSIsc1.49gRnd0000012059_Ne.4Si50_Cr.0Bi08.00-20SBi-00.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,8.0,-0.5,50.0,25,1600,12059,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-0.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,8,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.282589,2.35918,2.93659,4.03118,23.8871,7.62678,2.1271,40000,0.000158787,0.986166,7.65705,9.13242,11.4161,29.2358,46.9253,7.87537,40000,0,0.0597069,0.462463,1.38831,57.2322,11017.7,3273.59,0.324661
RTSIsc1.49gRnd0000013784_Ne.4Si50_Cr.0Bi33.00-20SBi08.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,33.0,8.0,50.0,25,1600,13784,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,8,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,33,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,80.4043,82.1665,82.7877,83.8796,114.889,181.982,85.1739,40000,73.0617,99.0222,99.707,99.9253,100.347,120.936,84.442,101.451,40000,0,0.816627,0.822005,0.824509,0.828551,1.03605,0.0066818,0.840124
RTSIsc1.49gRnd0000013046_Ne.4Si50_Cr.0Bi-05.00-20SBi04.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-5.0,4.5,50.0,25,1600,13046,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,4.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-5,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,3.31172,14.6509,16.1404,18.3212,53.293,75.1564,16.25,40000,10.7042,31.1801,33.8536,34.5784,35.809,53.9595,86.6194,36.2446,40000,0,0.149306,0.417927,0.442304,0.476781,1.10703,0.031687,0.465298
RTSIsc1.49gRnd0000012608_Ne.4Si50_Cr.0Bi-43.00-20SBi02.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-43.0,2.5,50.0,25,1600,12608,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,2.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-43,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.886506,6.74792,7.8981,9.80634,41.2926,33.7843,6.97377,40000,0.000634134,5.92884,20.3549,21.6136,23.4173,45.604,81.2222,22.9675,40000,0,0.0780781,0.330205,0.41989,6.13991,1125.91,37.5222,0.347008
RTSIsc1.49gRnd0000010140_Ne.4Si50_Cr.0Bi-11.00-20SBi-10.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-11.0,-10.0,50.0,25,1600,10140,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-10,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-11,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,75.6441,77.2587,77.8667,78.9909,119.656,176.343,77.704,40000,71.7593,95.549,96.2908,96.5352,97.0188,121.535,93.6035,96.4398,40000,0,0.795551,0.800415,0.802764,0.80657,1.02201,0.00612651,0.812822
RTSIsc1.49gRnd0000013405_Ne.4Si50_Cr.0Bi-46.00-20SBi06.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-46.0,6.5,50.0,25,1600,13405,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,6.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-46,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.28298,3.35921,4.22924,5.97535,32.9495,17.8184,2.92804,40000,0.000509739,1.69091,11.9701,13.7116,16.4443,38.4122,82.4089,11.7626,40000,0,0.0610402,0.372278,0.961773,23.6486,2900.08,558.33,0.290098
RTSIsc1.49gRnd0000012098_Ne.4Si50_Cr.0Bi47.00-20SBi-00.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,47.0,-0.5,50.0,25,1600,12098,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-0.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,47,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,6.89648,20.6134,22.7365,25.9273,64.9613,155.277,23.024,40000,7.82513,36.1957,40.6625,41.839,43.8065,71.2645,168.51,44.2137,40000,0,0.238684,0.48708,0.509836,0.542567,1.06962,0.034446,0.537506
RTSIsc1.49gRnd0000010755_Ne.4Si50_Cr.0Bi04.00-20SBi-07.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,4.0,-7.0,50.0,25,1600,10755,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-7,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,4,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,26.7351,34.9728,36.3364,38.5668,80.9127,167.059,36.9334,40000,33.4907,54.2862,55.9439,56.4917,57.5679,86.5124,122.759,56.2288,40000,0,0.526607,0.616175,0.62716,0.643376,1.03873,0.0206035,0.658471
RTSIsc1.49gRnd0000012075_Ne.4Si50_Cr.0Bi24.00-20SBi-00.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,24.0,-0.5,50.0,25,1600,12075,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-0.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,24,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.80822,6.61028,8.10185,10.8707,46.1125,52.531,6.05661,40000,0.00536299,8.42119,19.4203,21.1379,23.9291,53.8052,125.789,19.9249,40000,0,0.0738117,0.336981,0.405216,1.80337,234.865,3.08795,0.345499
RTSIsc1.49gRnd0000013902_Ne.4Si50_Cr.0Bi-49.00-20SBi09.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-49.0,9.0,50.0,25,1600,13902,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,9,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-49,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,1.64963,9.50213,10.9418,13.3334,43.7362,58.0575,9.69068,40000,4.24598,22.1207,26.5645,27.7759,29.8175,52.6772,117.582,28.1134,40000,0,0.0941402,0.341359,0.365449,0.402614,1.37909,0.0285451,0.364323
RTSIsc1.49gRnd0000011366_Ne.4Si50_Cr.0Bi15.00-20SBi-04.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,15.0,-4.0,50.0,25,1600,11366,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-4,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,15,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.730105,5.42052,6.68869,8.92993,42.2633,35.005,4.83566,40000,0.000335217,2.11012,15.5897,17.8891,21.0758,44.9669,124.171,17.6401,40000,0,0.0927148,0.431418,0.825708,10.2824,1204.53,105.045,0.360046
RTSIsc1.49gRnd0000014157_Ne.4Si50_Cr.0Bi06.00-20SBi10.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,6.0,10.0,50.0,25,1600,14157,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,10,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,6,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,70.4757,71.6661,72.1168,72.923,101.349,116.928,71.9364,40000,71.1796,90.5247,91.0159,91.1786,91.5014,108.888,58.9828,91.2191,40000,0,0.781006,0.786216,0.788599,0.792418,1.02809,0.00603774,0.799849
RTSIsc1.49gRnd0000013071_Ne.4Si50_Cr.0Bi20.00-20SBi04.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,20.0,4.5,50.0,25,1600,13071,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,4.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,20,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,28.9865,34.0119,35.2747,37.4533,76.6824,158.438,34.5885,40000,30.9638,53.9971,55.5244,56.0243,57.0009,83.3486,110.381,54.9197,40000,0,0.555351,0.605144,0.615778,0.632787,1.03655,0.0212378,0.638597
RTSIsc1.49gRnd0000012759_Ne.4Si50_Cr.0Bi08.00-20SBi03.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,8.0,3.0,50.0,25,1600,12759,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,3,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,8,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,6.57138,15.6718,16.8539,18.7263,53.9301,66.6211,16.7731,40000,13.5899,33.6139,35.1679,35.6392,36.515,58.0554,63.1912,36.5381,40000,0,0.225278,0.436934,0.457646,0.48835,1.11476,0.0290456,0.477361
RTSIsc1.49gRnd0000010580_Ne.4Si50_Cr.0Bi29.00-20SBi-08.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,29.0,-8.0,50.0,25,1600,10580,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-8,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,29,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,10.6264,19.917,21.5782,24.3205,75.6651,125.872,20.761,40000,10.8179,38.3165,41.3295,42.2345,43.9639,77.8617,149.067,41.5243,40000,0,0.32834,0.468359,0.487625,0.516731,1.23681,0.0292322,0.504866
RTSIsc1.49gRnd0000011547_Ne.4Si50_Cr.0Bi-04.00-20SBi-03.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-4.0,-3.0,50.0,25,1600,11547,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-3,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-4,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,1.12832,10.7317,12.1337,14.3709,42.7343,59.2945,10.8918,40000,2.91669,23.8097,27.6478,28.5723,30.0826,48.3289,88.5884,29.4991,40000,0,0.0635006,0.372753,0.398061,0.43542,1.18301,0.0311375,0.404859
RTSIsc1.49gRnd0000012147_Ne.4Si50_Cr.0Bi-04.00-20SBi00.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-4.0,0.0,50.0,25,1600,12147,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,0,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-4,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.284734,2.28809,2.85694,4.06771,26.7538,8.38418,2.08079,40000,0.000123024,0.846767,6.49284,7.93866,10.6818,33.6003,51.079,6.00138,40000,0,0.0715974,0.540605,1.92037,82.0213,12045.3,6723.81,0.36086
RTSIsc1.49gRnd0000012836_Ne.4Si50_Cr.0Bi-15.00-20SBi03.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-15.0,3.5,50.0,25,1600,12836,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,3.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-15,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.630327,4.43143,5.54413,7.54432,37.5173,26.1794,3.83894,40000,0.00157499,2.64487,12.6656,14.7578,17.9672,40.9088,105.026,12.3695,40000,0,0.0887418,0.411545,0.685298,6.31925,533.567,39.4633,0.366506
RTSIsc1.49gRnd0000010896_Ne.4Si50_Cr.0Bi45.00-20SBi-06.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,45.0,-6.5,50.0,25,1600,10896,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-6.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,45,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.629877,4.47531,5.49963,7.37945,38.5499,24.2104,4.22339,40000,0.00134993,2.63996,15.0778,17.22,20.1148,43.8868,108.074,18.3386,40000,0,0.0770646,0.365791,0.689562,12.8905,1905.8,165.689,0.311961
RTSIsc1.49gRnd0000012920_Ne.4Si50_Cr.0Bi-31.00-20SBi04.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-31.0,4.0,50.0,25,1600,12920,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,4,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-31,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.234793,2.02107,2.46282,3.31148,25.2955,4.9004,1.89778,40000,0.000301838,1.03725,5.79697,6.82217,8.63252,27.409,27.9784,5.80393,40000,0,0.0570755,0.53567,1.54456,37.7002,4873.68,1418.92,0.357312
RTSIsc1.49gRnd0000012347_Ne.4Si50_Cr.0Bi-04.00-20SBi01.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-4.0,1.0,50.0,25,1600,12347,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,1,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-4,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.454412,2.61999,3.18184,4.25823,26.7317,8.00845,2.46781,40000,0.000500202,2.09153,8.94473,10.2608,12.5496,35.5358,52.2097,8.78378,40000,0,0.0655024,0.386539,0.752691,11.8897,2001.53,140.798,0.301064
RTSIsc1.49gRnd0000013304_Ne.4Si50_Cr.0Bi-47.00-20SBi06.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-47.0,6.0,50.0,25,1600,13304,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,6,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-47,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.466331,3.07207,3.76517,5.06439,28.1615,11.4715,2.88543,40000,4.31013e-05,0.826184,10.6928,12.3007,14.799,35.7555,67.7016,11.4069,40000,0,0.0747003,0.377487,1.72569,179.869,35761.5,32350,0.299388
RTSIsc1.49gRnd0000010311_Ne.4Si50_Cr.0Bi-40.00-20SBi-09.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-40.0,-9.0,50.0,25,1600,10311,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-9,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-40,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,98.0783,99.0812,99.5013,100.225,127.934,144.504,99.9524,40000,95.5683,110.848,111.101,111.185,111.352,130.754,37.2589,111.359,40000,0,0.887136,0.890697,0.892718,0.895799,1.00813,0.00551124,0.899853
RTSIsc1.49gRnd0000012476_Ne.4Si50_Cr.0Bi25.00-20SBi01.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,25.0,1.5,50.0,25,1600,12476,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,1.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,25,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,5.95472,17.3091,18.885,21.2799,58.3325,96.1945,19.2203,40000,12.831,34.0154,36.2736,36.9139,38.0506,62.8975,85.2146,37.7296,40000,0,0.210203,0.460774,0.483564,0.516702,1.06445,0.0331465,0.509838
RTSIsc1.49gRnd0000010447_Ne.4Si50_Cr.0Bi-04.00-20SBi-08.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-4.0,-8.5,50.0,25,1600,10447,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-8.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-4,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,51.6759,54.2661,55.1481,56.804,101.08,185.377,54.7692,40000,51.3513,73.9953,75.358,75.8112,76.7093,102.938,136.975,75.2187,40000,0,0.705626,0.716625,0.720565,0.727231,1.01738,0.00965034,0.733278
RTSIsc1.49gRnd0000011085_Ne.4Si50_Cr.0Bi34.00-20SBi-05.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,34.0,-5.5,50.0,25,1600,11085,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-5.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,34,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.660143,5.59542,7.01376,9.55418,48.3599,42.0896,4.99933,40000,5.6386e-05,0.682356,16.4044,18.6958,22.1219,55.0929,139.846,17.1263,40000,0,0.075471,0.424552,2.84245,221.88,37111.3,49222.5,0.35108
RTSIsc1.49gRnd0000013172_Ne.4Si50_Cr.0Bi21.00-20SBi05.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,21.0,5.0,50.0,25,1600,13172,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,21,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,20.6216,39.3284,41.1045,43.9258,90.2092,239.894,40.5933,40000,31.8892,58.8469,61.0523,61.7692,63.1562,93.0322,173.272,60.3399,40000,0,0.421172,0.632762,0.645626,0.663437,1.08,0.0233148,0.675209
RTSIsc1.49gRnd0000010201_Ne.4Si50_Cr.0Bi-50.00-20SBi-09.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-50.0,-9.5,50.0,25,1600,10201,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-9.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-50,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,107.298,108.011,108.326,108.811,130.315,105.444,109.992,40000,96.8749,115.265,115.437,115.494,115.606,132.148,26.0787,115.446,40000,0,0.932525,0.934991,0.936641,0.938893,1.00954,0.0042229,0.952372
RTSIsc1.49gRnd0000011421_Ne.4Si50_Cr.0Bi-30.00-20SBi-03.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-30.0,-3.5,50.0,25,1600,11421,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-3.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-30,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,38.3386,41.5441,42.3049,43.5959,77.2129,110.901,44.0182,40000,36.8187,60.4234,61.3462,61.6335,62.1793,81.9029,67.5738,62.2928,40000,0,0.644694,0.673546,0.679607,0.689512,1.03072,0.0135614,0.700541
RTSIsc1.49gRnd0000010331_Ne.4Si50_Cr.0Bi-20.00-20SBi-09.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-20.0,-9.0,50.0,25,1600,10331,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-9,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-20,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,74.6908,75.93,76.4171,77.3149,117.17,138.015,75.4412,40000,72.9451,94.9026,95.4948,95.6921,96.0859,119.349,75.5137,95.4997,40000,0,0.789345,0.793916,0.796136,0.799677,1.0354,0.00564979,0.801451
RTSIsc1.49gRnd0000010831_Ne.4Si50_Cr.0Bi-20.00-20SBi-06.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-20.0,-6.5,50.0,25,1600,10831,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-6.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-20,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,51.6251,54.3041,55.1825,56.7973,100.216,180.824,53.584,40000,42.3563,73.1115,74.5317,74.9914,75.8861,102.699,135.002,74.854,40000,0,0.713286,0.725328,0.729478,0.736411,1.02266,0.0101626,0.746547
RTSIsc1.49gRnd0000011916_Ne.4Si50_Cr.0Bi-35.00-20SBi-01.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-35.0,-1.0,50.0,25,1600,11916,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-1,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-35,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,6.9667,22.471,24.9555,28.7384,66.0336,203.119,24.3381,40000,9.87269,38.2418,42.3146,43.5033,45.6219,72.8978,188.819,44.2748,40000,0,0.264758,0.503616,0.527578,0.562117,1.053,0.037637,0.557222
RTSIsc1.49gRnd0000011941_Ne.4Si50_Cr.0Bi-10.00-20SBi-01.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-10.0,-1.0,50.0,25,1600,11941,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-1,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-10,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.469137,5.70755,7.50563,10.6834,50.2569,57.8012,4.5581,40000,0.000134706,1.26539,15.2486,17.9431,21.9745,53.4215,160.926,17.2336,40000,0,0.0848148,0.43603,1.53207,80.9943,13454.9,6557.73,0.384467
RTSIsc1.49gRnd0000011274_Ne.4Si50_Cr.0Bi23.00-20SBi-04.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,23.0,-4.5,50.0,25,1600,11274,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-4.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,23,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.884355,5.92896,7.44733,10.0689,42.7943,45.9199,5.31277,40000,0.00108528,3.60134,17.7313,19.9762,23.328,49.1251,145.151,19.1267,40000,0,0.0975496,0.357943,0.537279,6.16751,792.839,37.7495,0.348259
RTSIsc1.49gRnd0000014039_Ne.4Si50_Cr.0Bi-12.00-20SBi09.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-12.0,9.5,50.0,25,1600,14039,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,9.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-12,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,46.4354,49.0465,49.8638,51.3324,92.7758,148.619,50.3269,40000,45.0062,69.6758,71.0546,71.5097,72.4063,100.02,129.041,71.6739,40000,0,0.672909,0.687564,0.69222,0.699985,1.06011,0.0108116,0.709448
RTSIsc1.49gRnd0000013355_Ne.4Si50_Cr.0Bi04.00-20SBi06.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,4.0,6.0,50.0,25,1600,13355,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,6,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,4,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,23.9655,33.0899,34.3274,36.3175,75.6096,140.593,34.2856,40000,31.9598,52.724,54.3711,54.9057,55.9424,80.5792,114.923,54.4639,40000,0,0.482773,0.601989,0.613595,0.630637,1.04591,0.0212031,0.641234
RTSIsc1.49gRnd0000013331_Ne.4Si50_Cr.0Bi-20.00-20SBi06.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-20.0,6.0,50.0,25,1600,13331,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,6,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-20,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,2.49938,13.62,15.1575,17.5729,49.3466,79.0585,14.4458,40000,11.1554,30.5786,33.0752,33.8444,35.261,55.2929,97.8926,33.8153,40000,0,0.108806,0.3975,0.422386,0.45865,1.15082,0.0319498,0.440198
RTSIsc1.49gRnd0000013688_Ne.4Si50_Cr.0Bi37.00-20SBi07.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,37.0,7.5,50.0,25,1600,13688,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,7.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,37,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,79.0773,80.9611,81.5814,82.6415,111.855,174.108,81.9878,40000,62.9125,98.2823,99.0979,99.3403,99.7891,120.413,89.3755,99.313,40000,0,0.809123,0.815106,0.817687,0.821788,1.02166,0.00672249,0.829405
