filename,Bi,SBi,Si,NUMBER_OF_REPET,MAX_STEP,RANDSEED,FRAMEFREQ,Side_of_world,currCriterion,noiseInfoProb,epochOfAmbient,epochOfScramblers,SCRAMBLERS_FLIP_EPO,epochOfTrust,AGENTS_FLIP_EPO,phaseStepForAmbient,MAXAMP,minNumOfWaves,maxNumOfWaves,IntMode,minNumOfScramblers,maxNumOfScramblers,SCRAMB_BIAS_MEAN,SCRAMB_BIAS_DISP,epochOfScramblers,ScramblerEuclid,ScramblerMOVEMENT,NumberOfAgents,AgentMOVEMENT,AgentBrownian,networkType,epochOfTrust,symetricConnections,minInitialTrust,maxInitialTrust,maxERRORofSensors,MIN_TRUST,BIASmean_for_typical_agents,BIAS_DISP,MAX_RECUR_LEVEL,ALFA,BETA,GAMA,LENGTH_of_LEARNING,STEPSperSTAT,REAL_REPET,LAST_REP_ST,OpiAmbDif_fin_N,OpiAmbDif_fin_MIN,OpiAmbDif_fin_HAMN,OpiAmbDif_fin_SQMN,OpiAmbDif_fin_MEAN,OpiAmbDif_fin_QUMN,OpiAmbDif_fin_MAX,OpiAmbDif_fin_STDD,OpiAmbDif_fin_MED,SenAmbDif_fin_N,SenAmbDif_fin_MIN,SenAmbDif_fin_HAMN,SenAmbDif_fin_SQMN,SenAmbDif_fin_MEAN,SenAmbDif_fin_QUMN,SenAmbDif_fin_MAX,SenAmbDif_fin_STDD,SenAmbDif_fin_MED,TomRatio_fin_N,TomRatio_fin_MIN,TomRatio_fin_HAMN,TomRatio_fin_SQMN,TomRatio_fin_MEAN,TomRatio_fin_QUMN,TomRatio_fin_MAX,TomRatio_fin_STDD,TomRatio_fin_MED
RTSIsc1.49gRnd0000013170_Ne.4Si50_Cr.0Bi19.00-20SBi05.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,19.0,5.0,50.0,25,1600,13170,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,19,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,37.6715,43.5631,44.5889,46.3809,89.5891,163.016,44.3107,40000,38.4732,63.5324,64.9444,65.3913,66.2479,88.0699,112.764,64.7786,40000,0,0.602603,0.666903,0.674317,0.685853,1.04557,0.0156907,0.694355
RTSIsc1.49gRnd0000011870_Ne.4Si50_Cr.0Bi19.00-20SBi-01.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,19.0,-1.5,50.0,25,1600,11870,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-1.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,19,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.279756,2.42012,3.08002,4.37711,30.4133,9.6726,2.05563,40000,0.0003438,0.867044,6.91998,8.62174,11.4072,31.6228,55.7887,6.27049,40000,0,0.0669682,0.578579,1.97294,51.9321,6904.96,2693.05,0.363483
RTSIsc1.49gRnd0000012414_Ne.4Si50_Cr.0Bi-37.00-20SBi01.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-37.0,1.5,50.0,25,1600,12414,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,1.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-37,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,1.00159,7.78899,9.10242,11.3635,43.8626,46.2747,7.58968,40000,0.00157261,4.6172,21.705,23.1115,25.1123,53.5044,96.487,23.3941,40000,0,0.0772481,0.38042,0.542512,5.68449,680.306,32.0191,0.378802
RTSIsc1.49gRnd0000012879_Ne.4Si50_Cr.0Bi28.00-20SBi03.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,28.0,3.5,50.0,25,1600,12879,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,3.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,28,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,33.1897,36.2381,37.1275,38.8003,78.9343,127.015,35.9066,40000,33.9491,54.931,56.3536,56.8391,57.8172,85.4844,112.139,55.1981,40000,0,0.613804,0.638527,0.644306,0.654024,1.05656,0.0126181,0.657903
RTSIsc1.49gRnd0000012687_Ne.4Si50_Cr.0Bi36.00-20SBi02.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,36.0,2.5,50.0,25,1600,12687,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,2.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,36,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,33.1792,38.0567,39.1346,40.9849,75.3156,148.25,39.0442,40000,33.2702,57.6259,59.1376,59.6389,60.626,85.3721,118.713,59.2512,40000,0,0.592455,0.638358,0.6467,0.659762,1.08998,0.0170654,0.670756
RTSIsc1.49gRnd0000010365_Ne.4Si50_Cr.0Bi14.00-20SBi-09.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,14.0,-9.0,50.0,25,1600,10365,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-9,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,14,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,28.553,38.2235,39.5356,41.5676,88.8843,164.801,40.9022,40000,32.7981,58.6806,60.1583,60.6423,61.5947,91.4307,116.413,60.314,40000,0,0.518608,0.628497,0.64022,0.657026,1.13434,0.0218016,0.671541
RTSIsc1.49gRnd0000011727_Ne.4Si50_Cr.0Bi-24.00-20SBi-02.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-24.0,-2.0,50.0,25,1600,11727,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-2,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-24,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,9.4751,21.7405,23.0979,25.1973,62.1884,101.39,23.3893,40000,22.1135,41.3212,42.9217,43.448,44.4761,69.1397,90.3919,43.8899,40000,0,0.241485,0.496506,0.514531,0.54049,1.06801,0.0273868,0.541612
RTSIsc1.49gRnd0000013121_Ne.4Si50_Cr.0Bi-30.00-20SBi05.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-30.0,5.0,50.0,25,1600,13121,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-30,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.153543,3.84268,4.9032,6.81835,30.5606,22.4485,3.26676,40000,0.000354439,2.20119,12.4327,14.4842,17.6684,38.3537,102.381,12.322,40000,0,0.0414262,0.37247,0.836506,41.7481,8246.82,1742.21,0.328961
RTSIsc1.49gRnd0000013388_Ne.4Si50_Cr.0Bi37.00-20SBi06.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,37.0,6.0,50.0,25,1600,13388,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,6,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,37,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,67.4244,69.5493,70.2815,71.6255,106.732,190.723,68.9461,40000,62.0321,88.0617,89.1302,89.4786,90.1617,115.899,122.718,89.9686,40000,0,0.770023,0.778179,0.781222,0.786086,1.02526,0.00762368,0.795064
RTSIsc1.49gRnd0000011647_Ne.4Si50_Cr.0Bi-04.00-20SBi-02.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-4.0,-2.5,50.0,25,1600,11647,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-2.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-4,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,1.58608,7.7088,9.41476,12.6672,53.4486,71.8213,6.84608,40000,0.00121188,5.84708,21.6119,23.3916,26.2723,57.7863,143.068,22.2468,40000,0,0.141308,0.359278,0.519785,11.6672,2069.7,135.853,0.362213
RTSIsc1.49gRnd0000010216_Ne.4Si50_Cr.0Bi-35.00-20SBi-09.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-35.0,-9.5,50.0,25,1600,10216,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-9.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-35,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,91.6082,93.0834,93.6216,94.5446,122.601,173.671,95.6974,40000,81.2477,106.206,106.718,106.879,107.19,125.155,66.511,108.26,40000,0,0.866795,0.870371,0.87237,0.875423,1.01924,0.00533632,0.881985
RTSIsc1.49gRnd0000011775_Ne.4Si50_Cr.0Bi24.00-20SBi-02.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,24.0,-2.0,50.0,25,1600,11775,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-2,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,24,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.410485,2.76723,3.38888,4.58425,27.8478,9.53086,2.55294,40000,0.000463605,1.83811,9.61941,11.0215,13.2876,35.7738,55.0859,10.5535,40000,0,0.0484982,0.39232,0.931139,27.6679,5195.63,764.646,0.302435
RTSIsc1.49gRnd0000013286_Ne.4Si50_Cr.0Bi35.00-20SBi05.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,35.0,5.5,50.0,25,1600,13286,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,5.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,35,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,61.5049,62.9436,63.4166,64.2348,97.3321,104.445,64.4155,40000,59.8309,82.2178,82.7529,82.9291,83.2778,102.866,57.9627,82.4073,40000,0,0.750611,0.759569,0.762708,0.767692,1.04522,0.00762721,0.780631
RTSIsc1.49gRnd0000010211_Ne.4Si50_Cr.0Bi-40.00-20SBi-09.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-40.0,-9.5,50.0,25,1600,10211,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-9.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-40,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,97.751,99.1997,99.6927,100.497,127.654,160.932,100.583,40000,88.5695,110.538,110.8,110.887,111.059,130.044,38.1417,111.062,40000,0,0.887743,0.893918,0.896435,0.900162,1.01402,0.00669732,0.907564
RTSIsc1.49gRnd0000012495_Ne.4Si50_Cr.0Bi44.00-20SBi01.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,44.0,1.5,50.0,25,1600,12495,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,1.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,44,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,29.6314,36.1768,37.4589,39.563,78.2312,162.06,38.0439,40000,24.445,54.3351,56.5769,57.2241,58.398,84.1699,135.72,57.9089,40000,0,0.568148,0.631822,0.641197,0.65606,1.04915,0.0192812,0.665781
RTSIsc1.49gRnd0000010399_Ne.4Si50_Cr.0Bi48.00-20SBi-09.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,48.0,-9.0,50.0,25,1600,10399,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-9,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,48,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,1.7375,10.4747,11.8496,13.8692,44.9986,51.9409,11.4641,40000,4.1848,25.4536,29.2064,30.1993,31.8794,52.9485,104.301,31.3968,40000,0,0.100016,0.344785,0.370094,0.406261,1.19237,0.028078,0.385921
RTSIsc1.49gRnd0000012152_Ne.4Si50_Cr.0Bi01.00-20SBi00.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,1.0,0.0,50.0,25,1600,12152,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,0,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,1,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.40106,2.7266,3.28346,4.33737,26.7325,8.0317,2.61328,40000,0.00108528,2.33761,9.13703,10.3835,12.4741,37.8491,47.7864,9.96191,40000,0,0.0760069,0.381567,0.694438,8.29686,1188.01,68.3557,0.311553
RTSIsc1.49gRnd0000011061_Ne.4Si50_Cr.0Bi10.00-20SBi-05.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,10.0,-5.5,50.0,25,1600,11061,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-5.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,10,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,4.01833,13.8365,15.5276,18.148,49.7169,88.2446,14.7723,40000,8.50626,29.3468,32.4419,33.3013,34.7848,52.6994,101.01,34.0057,40000,0,0.176762,0.408527,0.434658,0.473077,1.08003,0.0348745,0.45064
RTSIsc1.49gRnd0000012963_Ne.4Si50_Cr.0Bi12.00-20SBi04.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,12.0,4.0,50.0,25,1600,12963,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,4,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,12,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,5.63274,22.1778,23.9245,26.8892,64.7534,150.647,22.5298,40000,24.1349,42.4769,44.5117,45.2274,46.6865,74.9703,134.106,42.8029,40000,0,0.147369,0.486479,0.506517,0.535763,1.03861,0.0304827,0.533009
RTSIsc1.49gRnd0000013359_Ne.4Si50_Cr.0Bi08.00-20SBi06.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,8.0,6.0,50.0,25,1600,13359,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,6,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,8,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,24.2777,39.1741,40.1343,41.6558,75.1087,124.444,41.2157,40000,36.1549,61.6744,62.4893,62.7501,63.255,83.1637,63.6193,64.0043,40000,0,0.432538,0.62316,0.633085,0.648204,1.05151,0.019372,0.658114
RTSIsc1.49gRnd0000012273_Ne.4Si50_Cr.0Bi22.00-20SBi00.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,22.0,0.5,50.0,25,1600,12273,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,0.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,22,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,1.94413,9.18659,11.0386,14.2202,49.6018,80.3637,8.09529,40000,0.111906,16.6953,23.7913,25.4962,28.4004,56.1718,156.527,23.7465,40000,0,0.14827,0.362892,0.392422,0.493374,26.6015,0.0894229,0.38483
RTSIsc1.49gRnd0000013739_Ne.4Si50_Cr.0Bi-12.00-20SBi08.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-12.0,8.0,50.0,25,1600,13739,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,8,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-12,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,34.7834,38.6101,39.5164,41.0716,77.6178,125.332,40.7665,40000,35.9602,58.6612,60.0593,60.5068,61.3683,89.2216,104.999,62.1996,40000,0,0.603371,0.639512,0.646934,0.658852,1.06685,0.0155634,0.666741
RTSIsc1.49gRnd0000012158_Ne.4Si50_Cr.0Bi07.00-20SBi00.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,7.0,0.0,50.0,25,1600,12158,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,0,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,7,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.430062,2.54591,3.18417,4.54638,35.5282,10.5307,2.29915,40000,0.000153542,1.18425,8.46793,9.94436,12.5142,36.1516,57.7138,8.2871,40000,0,0.069638,0.435522,1.49348,69.3249,11081.3,4803.71,0.307156
RTSIsc1.49gRnd0000012036_Ne.4Si50_Cr.0Bi-15.00-20SBi-00.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-15.0,-0.5,50.0,25,1600,12036,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-0.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-15,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,1.05683,6.45939,7.58834,9.39528,35.4004,30.6884,6.57321,40000,0.00129795,5.54808,18.7155,20.2681,22.3851,43.7061,90.2982,21.0936,40000,0,0.0943884,0.371817,0.517905,4.11911,507.512,16.6988,0.364538
RTSIsc1.49gRnd0000013364_Ne.4Si50_Cr.0Bi13.00-20SBi06.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,13.0,6.0,50.0,25,1600,13364,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,6,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,13,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,30.2105,39.6446,41.0705,43.3848,91.9838,195.461,41.6901,40000,33.3308,60.9666,62.445,62.9279,63.8771,93.6692,120.367,63.543,40000,0,0.527972,0.627265,0.639078,0.656473,1.04077,0.0225349,0.671978
RTSIsc1.49gRnd0000010874_Ne.4Si50_Cr.0Bi23.00-20SBi-06.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,23.0,-6.5,50.0,25,1600,10874,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-6.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,23,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,1.77905,11.3021,12.5271,14.3105,41.6875,47.8627,12.4072,40000,0.000265598,4.82166,28.7564,29.7954,31.1227,46.8349,80.8567,30.8206,40000,0,0.0968557,0.399866,0.490654,3.88924,454.597,14.8855,0.422479
RTSIsc1.49gRnd0000011458_Ne.4Si50_Cr.0Bi07.00-20SBi-03.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,7.0,-3.5,50.0,25,1600,11458,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-3.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,7,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,1.20089,8.04864,9.54191,12.2349,46.4891,58.6453,7.53075,40000,0.640323,16.6359,22.4519,23.8036,25.9965,51.3372,109.208,24.5178,40000,0,0.097513,0.342385,0.369853,0.414289,2.70663,0.0348446,0.359453
RTSIsc1.49gRnd0000012609_Ne.4Si50_Cr.0Bi-42.00-20SBi02.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-42.0,2.5,50.0,25,1600,12609,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,2.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-42,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.976942,6.49468,7.73971,9.74778,36.9381,35.1162,6.43951,40000,0.000859261,5.51884,18.2147,19.8927,22.2942,40.4779,101.315,20.6315,40000,0,0.100211,0.370891,0.51195,9.03359,1739.98,81.3437,0.375762
RTSIsc1.49gRnd0000011888_Ne.4Si50_Cr.0Bi37.00-20SBi-01.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,37.0,-1.5,50.0,25,1600,11888,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-1.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,37,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,1.69917,8.39054,9.28742,10.7582,41.9568,29.4824,8.57502,40000,10.3572,23.7613,24.9887,25.3949,26.1886,42.6408,40.9392,24.6501,40000,0,0.0796335,0.328666,0.352416,0.387747,1.09655,0.0261513,0.357534
RTSIsc1.49gRnd0000012859_Ne.4Si50_Cr.0Bi08.00-20SBi03.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,8.0,3.5,50.0,25,1600,12859,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,3.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,8,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,5.48134,16.0051,17.6305,20.133,59.9243,94.5064,17.6341,40000,6.35668,31.2614,34.9618,35.9287,37.5631,66.6287,120.111,37.2813,40000,0,0.225239,0.441696,0.464148,0.497422,1.17428,0.0319958,0.48268
RTSIsc1.49gRnd0000010138_Ne.4Si50_Cr.0Bi-13.00-20SBi-10.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-13.0,-10.0,50.0,25,1600,10138,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-10,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-13,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,78.5748,79.7734,80.2338,81.0457,111.023,130.94,81.6652,40000,70.7286,96.8568,97.5057,97.7085,98.0946,114.671,75.6015,99.7649,40000,0,0.813595,0.817009,0.818928,0.821909,1.02955,0.00489078,0.825936
RTSIsc1.49gRnd0000010303_Ne.4Si50_Cr.0Bi-48.00-20SBi-09.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-48.0,-9.0,50.0,25,1600,10303,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-9,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-48,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,104.876,105.338,105.592,105.99,125.888,84.1445,106.649,40000,97.7403,114.166,114.313,114.363,114.461,130.152,22.4554,114.488,40000,0,0.91955,0.921046,0.922453,0.924338,1.01511,0.00348042,0.932211
RTSIsc1.49gRnd0000012845_Ne.4Si50_Cr.0Bi-06.00-20SBi03.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-6.0,3.5,50.0,25,1600,12845,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,3.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-6,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,2.09132,8.01085,9.12819,11.0192,46.0765,38.0993,7.81463,40000,0.00143099,12.601,23.1924,24.2935,26.208,50.2929,96.6852,22.9023,40000,0,0.132821,0.338114,0.377142,2.44593,468.792,5.84033,0.363394
RTSIsc1.49gRnd0000013379_Ne.4Si50_Cr.0Bi28.00-20SBi06.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,28.0,6.0,50.0,25,1600,13379,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,6,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,28,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,53.1728,57.8913,58.6783,59.9804,99.5304,154.506,58.5772,40000,56.6792,78.3989,79.1947,79.4628,80.002,105.7,85.9808,77.3376,40000,0,0.691376,0.728169,0.733342,0.740922,1.02549,0.011175,0.751267
RTSIsc1.49gRnd0000011595_Ne.4Si50_Cr.0Bi44.00-20SBi-03.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,44.0,-3.0,50.0,25,1600,11595,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-3,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,44,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.713209,5.17212,6.23626,8.04205,34.0663,25.7836,4.94997,40000,0.00236607,5.82671,16.5267,18.0759,20.2727,39.7079,84.2433,18.7856,40000,0,0.0761382,0.330444,0.430259,2.45941,371.099,5.86359,0.327353
RTSIsc1.49gRnd0000011929_Ne.4Si50_Cr.0Bi-22.00-20SBi-01.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-22.0,-1.0,50.0,25,1600,11929,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-1,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-22,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,3.43283,9.26902,10.1444,11.5383,36.4239,30.225,9.81971,40000,5.93718,24.1331,25.7871,26.2199,26.9692,42.9998,39.8539,26.5347,40000,0,0.157765,0.352536,0.374718,0.407687,1.0778,0.025795,0.382844
RTSIsc1.49gRnd0000010978_Ne.4Si50_Cr.0Bi27.00-20SBi-06.00-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,27.0,-6.0,50.0,25,1600,10978,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,-6,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,27,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,1.32043,8.67665,10.5235,13.989,54.5466,84.9474,8.15085,40000,0.0104728,11.0581,24.4482,26.1118,28.8055,62.8806,147.934,26.0407,40000,0,0.0937892,0.344127,0.403436,1.54004,156.331,2.20897,0.35534
RTSIsc1.49gRnd0000012421_Ne.4Si50_Cr.0Bi-30.00-20SBi01.50-5nA400Am0.0Sm0.5mT0.001No0Al0.1Be0eT0eA400eS0eFS0eFa0.par,-30.0,1.5,50.0,25,1600,12421,500,50,0,0,400,,0,,0,0.015708,20,8,16,1,38,42,1.5,5,0,0,0.5,400,0,0,4,0,1,0.5,0.5,10,0.001,-30,20,6,0.1,0,0.1,-1,1,26,1600,40000,0,0.980911,5.99939,7.08981,8.96799,41.1685,30.1595,5.69792,40000,0.00603104,6.76094,17.723,19.0473,21.0515,43.5506,80.3645,18.3281,40000,0,0.0908828,0.351343,0.44554,2.08954,158.726,4.16769,0.355024
