filename,Bi,SBi,Si,$REPET,StepCounter,ambientTemp,meanTemp,meanSensors,meanOpinion,sdevOpinion,minOpinion,maxOpinion,meanReliability,mnOpinErr!,mnSensErr!,mnOpSensDiff!,mnOpAmbDiff!,providersCount,cntProviders,newProviders,delProviders,self_net,meanDistSelf,meanDistNet,liveCount,link_up,link_dw,sensor_up,sensor_dw,howManyLinks,Ambient_waves_numb,Scrambs_numb,HistTooLow,H0,H1,H2,H3,H4,H5,H6,H7,H8,H9,HistTooHig,mnSensAmbDiff!,ratioRTSI2WoC
RTSIsc1.48dRnd0000011325_Ne.4Si50_Cr.0Bi-25.00-5SBi-03.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-25.0,-3.5,50.0,50.5,319.5,0.34581625,-29.039122,-53.55241,-41.01181,378.55377,-89.88085,44.04773,0.2912583,12.370438,24.014671,12.054156,40.917374,38.302017,24.601875,13.700141,13.644,17.984703,55.048656,42.082943,159.75,103.641785,56.10822,56.10822,103.641785,632.6,5.5306096,36.93,0.0,9.759719,31.759594,46.52511,56.966953,83.79741,185.12952,60.27267,51.27272,44.57281,62.5435,0.0,53.898228,0.74884003
RTSIsc1.48dRnd0000011545_Ne.4Si50_Cr.0Bi-05.00-5SBi-02.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-5.0,-2.5,50.0,50.5,319.5,0.42882657,-18.819729,-23.697735,-13.986515,302.7621,-68.41163,59.75955,0.3203959,5.28625,4.386,9.291,14.190625,41.16278,26.102016,15.060765,14.996563,19.325329,27.230074,17.56299,159.75,98.09225,61.65775,61.65775,98.09225,632.08,5.439891,36.84,0.0,6.8051405,29.581688,51.13867,66.49004,92.634315,184.80879,61.57128,48.83022,39.69161,50.528233,0.0,24.207066,0.618977
RTSIsc1.48dRnd0000012984_Ne.4Si50_Cr.0Bi34.00-5SBi04.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,34.0,4.5,50.0,50.5,319.5,0.41455963,37.563828,70.840706,59.19063,398.9002,-31.5872,103.01226,0.29761803,21.502766,32.77789,11.166297,58.311344,38.910313,24.997297,13.913015,13.853797,18.31528,71.424866,59.334705,159.75,102.4068,57.343204,57.343204,102.4068,632.14,5.5299063,37.07,0.0,9.656062,32.313515,47.506126,58.27742,85.335434,184.54587,60.248436,50.455265,43.806,59.99586,0.0,70.42615,0.82476264
RTSIsc1.48dRnd0000012201_Ne.4Si50_Cr.0Bi-49.00-5SBi01.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-49.0,1.0,50.0,50.5,319.5,0.09858428,8.514114,-39.656723,-28.51908,368.53104,-79.22305,55.59642,0.3069924,36.57125,47.669125,10.661875,28.194374,40.14603,25.675655,14.470375,14.409141,18.825453,41.252605,30.086792,159.75,100.572235,59.177765,59.177765,100.572235,631.68,5.579969,36.84,0.0,8.953203,31.904203,48.951843,61.069733,87.682144,182.51875,61.145267,50.930984,42.960377,55.5635,0.0,39.755306,0.6879583
RTSIsc1.48dRnd0000010488_Ne.4Si50_Cr.0Bi38.00-5SBi-08.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,38.0,-8.0,50.0,50.5,319.5,0.2821553,-64.387314,-27.358437,-15.854812,313.28186,-72.24443,54.540638,0.30343547,48.03325,36.52858,11.097578,15.850625,39.52422,25.445204,14.079016,14.020109,18.88664,30.428543,18.788433,159.75,101.10964,58.640358,58.640358,101.10964,631.86,5.460297,37.17,0.0,9.440266,32.01411,48.927876,61.172626,86.495155,183.77785,59.473953,49.418186,42.182064,58.95792,0.0,27.70053,0.57470137
RTSIsc1.48dRnd0000014033_Ne.4Si50_Cr.0Bi-17.00-5SBi10.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-17.0,10.0,50.0,50.5,319.5,0.4070841,81.12714,65.10507,51.517532,379.64554,-29.51518,100.7469,0.27946657,29.109922,15.521812,13.099516,50.66433,37.419827,24.288141,13.131687,13.073594,17.328625,65.707,51.515373,159.75,105.91283,53.837173,53.837173,105.91283,631.66,5.5024843,36.96,0.0,11.414281,31.823734,44.14072,53.336327,79.4915,185.1625,59.83975,51.880936,46.258953,68.311295,0.0,64.69799,0.7799151
RTSIsc1.48dRnd0000013966_Ne.4Si50_Cr.0Bi16.00-5SBi09.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,16.0,9.5,50.0,50.5,319.5,0.10264602,76.457535,90.44433,79.452644,431.1648,-17.571962,112.37282,0.3022145,5.7612343,13.488,10.514453,78.87492,39.429314,25.137344,14.291968,14.234078,19.638374,91.29754,79.703636,159.75,100.92253,58.82747,58.82747,100.92253,632.08,5.500297,36.76,0.0,13.735312,36.231827,48.83961,57.945515,82.997894,180.36009,57.783344,49.340126,44.364204,60.48208,0.0,90.34168,0.87013257
RTSIsc1.48dRnd0000013821_Ne.4Si50_Cr.0Bi-29.00-5SBi09.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-29.0,9.0,50.0,50.5,319.5,0.29460672,73.268654,45.00697,31.690577,349.94965,-42.437656,85.40523,0.28418514,41.078953,27.7615,12.833969,30.99514,37.724,24.323484,13.400516,13.342703,17.768875,45.868702,32.081295,159.75,104.90273,54.847267,54.847267,104.90273,632.2,5.537594,36.97,0.0,11.408281,32.03347,44.960827,53.93033,79.2863,187.52693,59.251125,51.951626,45.804592,66.04652,0.0,44.71236,0.6812315
RTSIsc1.48dRnd0000012927_Ne.4Si50_Cr.0Bi-23.00-5SBi04.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-23.0,4.5,50.0,50.5,319.5,0.50929594,37.181545,14.536645,7.452544,273.75046,-59.198627,66.53225,0.34674835,29.229609,22.14597,7.127328,7.218,43.760532,27.628609,16.131922,16.064327,21.284891,20.137192,12.197826,159.75,92.65127,67.09873,67.09873,92.65127,632.28,5.5147185,36.97,0.0,6.143359,30.030172,55.309795,73.64987,99.746376,185.15607,60.69386,45.40086,34.848454,41.301186,0.0,14.731864,0.78139
RTSIsc1.48dRnd0000010247_Ne.4Si50_Cr.0Bi-03.00-5SBi-09.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-3.0,-9.0,50.0,50.5,319.5,0.31166488,-73.269394,-75.91688,-63.835068,406.86993,-104.458046,26.664066,0.28995192,9.054578,2.3356562,11.596828,63.671703,38.32867,24.661797,13.666875,13.608047,18.352453,77.27489,64.59186,159.75,103.616844,56.133156,56.133156,103.616844,632.46,5.467578,37.11,0.0,12.510078,34.242783,46.66205,55.141907,80.551796,183.14426,58.559048,50.850533,45.54672,65.25085,0.0,76.228546,0.832479
RTSIsc1.48dRnd0000012813_Ne.4Si50_Cr.0Bi-37.00-5SBi04.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-37.0,4.0,50.0,50.5,319.5,0.25087526,31.882483,-4.5822263,-2.3259919,264.80652,-61.867332,64.4302,0.36882344,33.71414,35.963608,4.7335315,4.4263124,45.722424,28.476141,17.24628,17.176609,22.379812,17.003391,10.693274,159.75,88.46725,71.28275,71.28275,88.46725,631.4,5.585125,37.0,0.0,4.714703,28.089594,58.16703,80.640175,107.96861,183.60742,61.418186,43.43358,30.901203,32.4595,0.0,9.103108,3.4027715
RTSIsc1.48dRnd0000013754_Ne.4Si50_Cr.0Bi04.00-5SBi08.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,4.0,8.5,50.0,50.5,319.5,0.2917139,69.67482,73.58466,61.276016,399.88486,-26.8667,105.48305,0.2906696,8.109797,3.4608126,11.823844,60.50425,38.4872,24.937202,13.55,13.491468,18.494093,74.277374,61.421173,159.75,103.41834,56.331657,56.331657,103.41834,631.92,5.5128436,36.97,0.0,11.530704,33.46172,46.23278,55.212406,80.17402,185.48192,59.23811,51.1345,45.490295,63.963547,0.0,73.292946,0.82256174
RTSIsc1.48dRnd0000012287_Ne.4Si50_Cr.0Bi37.00-5SBi01.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,37.0,1.0,50.0,50.5,319.5,0.21921583,8.876429,45.247562,33.32194,365.76184,-48.551983,84.06542,0.2981907,24.136484,35.87181,11.455235,32.703064,38.98369,24.947578,14.036109,13.978375,17.900578,46.24953,34.232418,159.75,102.571045,57.17895,57.17895,102.571045,632.2,5.5004377,36.85,0.0,8.524578,31.26686,47.31039,58.670124,86.07966,185.37796,61.71644,50.92375,43.844734,58.485516,0.0,45.028347,0.71090406
RTSIsc1.48dRnd0000011188_Ne.4Si50_Cr.0Bi38.00-5SBi-04.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,38.0,-4.5,50.0,50.5,319.5,0.3228385,-36.280506,1.1741111,1.0180318,267.4466,-62.76003,63.323437,0.36651897,36.802452,36.95375,4.702,4.195875,45.836376,28.641874,17.1945,17.122906,21.993704,17.11694,10.658481,159.75,89.02411,70.72589,70.72589,89.02411,632.62,5.462203,36.96,0.0,4.700844,28.138702,56.83153,79.651375,107.84785,185.39021,61.711422,43.614296,31.393782,33.339985,0.0,8.856252,2.182858
RTSIsc1.48dRnd0000010160_Ne.4Si50_Cr.0Bi10.00-5SBi-09.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,10.0,-9.5,50.0,50.5,319.5,0.31423706,-75.661674,-66.3241,-53.204643,389.28055,-99.27213,31.622818,0.28166762,21.956953,8.836047,12.633156,53.075626,37.5945,24.350515,13.243984,13.188031,17.580204,67.72247,53.957115,159.75,105.427185,54.32281,54.32281,105.427185,632.92,5.5274844,37.04,0.0,11.873578,31.746078,43.83225,53.386673,80.379,186.73595,59.915813,51.136845,46.559624,67.35419,0.0,66.638336,0.79349315
RTSIsc1.48dRnd0000013420_Ne.4Si50_Cr.0Bi-30.00-5SBi07.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-30.0,7.0,50.0,50.5,319.5,0.34156543,56.94082,27.371769,16.167595,305.33002,-53.634804,72.83912,0.30794266,40.270844,29.067656,10.748593,15.607453,40.22147,25.898031,14.323438,14.260813,19.01136,29.68617,18.502659,159.75,100.2831,59.466908,59.466908,100.2831,632.76,5.452828,37.13,0.0,9.182906,32.115047,49.51161,62.011,88.18461,184.37006,59.966892,48.961296,41.40261,57.05397,0.0,27.041359,0.57778156
RTSIsc1.48dRnd0000014038_Ne.4Si50_Cr.0Bi-12.00-5SBi10.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-12.0,10.0,50.0,50.5,319.5,0.1735202,82.07932,70.83978,57.451286,393.89218,-26.6731,104.260414,0.28009424,24.128922,10.737453,12.906187,56.815594,37.37278,24.250984,13.121797,13.063562,17.701359,71.665016,57.647526,159.75,105.57872,54.17128,54.17128,105.57872,631.4,5.5926404,36.89,0.0,12.118156,32.979813,44.454407,53.064594,78.115204,185.0842,58.932236,51.387314,46.407906,68.85617,0.0,70.66627,0.80057687
RTSIsc1.48dRnd0000012771_Ne.4Si50_Cr.0Bi21.00-5SBi03.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,21.0,3.5,50.0,50.5,319.5,0.2510152,28.823,49.429707,37.29035,377.05902,-46.216816,88.30529,0.29822767,9.456938,20.108812,11.6523905,36.62886,39.260548,25.27375,13.986797,13.926,18.442047,50.36976,38.006832,159.75,102.21025,57.53975,57.53975,102.21025,632.34,5.547328,37.25,0.0,10.239234,31.946173,47.401047,57.990986,84.845924,185.40878,60.2232,50.831047,43.61064,59.842968,0.0,49.17869,0.7312344
RTSIsc1.48dRnd0000012242_Ne.4Si50_Cr.0Bi-08.00-5SBi01.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-8.0,1.0,50.0,50.5,319.5,0.35175905,10.111018,2.3175318,1.1790763,259.62366,-61.22971,64.827065,0.36645988,9.185344,7.291969,5.034672,4.364391,45.821423,28.750343,17.071077,16.999546,22.213093,16.933924,10.491529,159.75,88.91627,70.83373,70.83373,88.91627,632.1,5.477469,36.92,0.0,4.8687186,28.58875,57.25706,79.4798,107.45861,184.68495,61.46608,43.577736,31.409452,33.308846,0.0,9.439851,1.6508114
RTSIsc1.48dRnd0000013588_Ne.4Si50_Cr.0Bi38.00-5SBi07.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,38.0,7.5,50.0,50.5,319.5,0.42742422,60.94578,95.38147,85.63869,450.67453,-17.68229,113.49874,0.31885436,24.653265,33.939236,9.2720785,84.73453,41.14258,25.924734,15.217844,15.154938,20.60289,95.89757,85.71749,159.75,97.60697,62.143032,62.143032,97.60697,632.56,5.4075,37.01,0.0,13.7265625,38.71008,53.002357,62.69614,86.392624,174.7362,58.035812,48.281937,42.413967,54.564312,0.0,94.95404,0.8897729
RTSIsc1.48dRnd0000013368_Ne.4Si50_Cr.0Bi18.00-5SBi06.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,18.0,6.5,50.0,50.5,319.5,0.20905001,52.709087,70.199265,58.20372,397.53714,-31.198793,102.476364,0.29298142,7.19425,16.989702,11.508407,57.520782,38.60845,24.859423,13.749031,13.689906,18.030766,71.0245,58.531906,159.75,103.32729,56.422703,56.422703,103.32729,632.56,5.5451093,37.23,0.0,10.226375,32.27367,46.349064,56.64908,82.74609,185.84373,60.033375,51.478985,45.239124,61.7205,0.0,69.99021,0.81590897
RTSIsc1.48dRnd0000011179_Ne.4Si50_Cr.0Bi29.00-5SBi-04.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,29.0,-4.5,50.0,50.5,319.5,0.43803564,-35.659557,-7.0490584,-2.6531792,264.45575,-62.776325,62.699055,0.3547441,32.50572,28.110329,5.935328,4.9876876,44.8405,28.245718,16.594782,16.526688,21.219843,17.97463,10.809114,159.75,91.42019,68.32981,68.32981,91.42019,631.9,5.537453,37.04,0.0,5.179953,27.96061,55.250717,76.623795,104.99542,184.78735,61.74261,44.770405,32.992485,37.59664,0.0,10.981335,1.9770349
RTSIsc1.48dRnd0000010161_Ne.4Si50_Cr.0Bi11.00-5SBi-09.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,11.0,-9.5,50.0,50.5,319.5,0.25903115,-76.309425,-66.051186,-52.42755,401.57538,-99.05776,32.4301,0.2798705,23.382265,9.758031,13.140328,52.22289,37.047092,23.947891,13.099203,13.043235,17.883406,67.379036,53.174545,159.75,105.53034,54.219658,54.219658,105.53034,632.0,5.3802032,36.86,0.0,12.780609,33.262173,44.582733,52.81019,77.90267,185.76814,58.68803,50.92464,46.10739,69.17342,0.0,66.31022,0.78256357
RTSIsc1.48dRnd0000011461_Ne.4Si50_Cr.0Bi11.00-5SBi-03.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,11.0,-3.0,50.0,50.5,319.5,0.54696697,-25.84484,-15.00474,-7.4167633,284.54703,-65.21502,62.24928,0.3416623,17.939484,10.340453,7.6602654,8.248516,43.28222,27.362797,15.919422,15.852938,20.895594,21.398792,13.094907,159.75,93.721016,66.028984,66.028984,93.721016,631.5,5.5021877,37.18,0.0,5.886141,29.494125,54.59228,72.67075,98.362175,184.69041,60.747643,46.133766,35.998375,42.924328,0.0,16.372519,0.6263674
RTSIsc1.48dRnd0000013488_Ne.4Si50_Cr.0Bi38.00-5SBi07.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,38.0,7.0,50.0,50.5,319.5,0.39946944,56.19223,91.30265,80.80492,438.58624,-19.047884,112.28791,0.30814093,24.527985,34.610077,10.019906,79.92861,40.004467,25.381218,14.62325,14.562843,19.406734,91.856094,80.84889,159.75,100.07598,59.674015,59.674015,100.07598,631.7,5.4500313,36.72,0.0,12.037594,35.67625,50.38961,59.640392,86.00826,178.20114,58.484108,49.938126,43.92078,57.403736,0.0,90.90318,0.87659293
RTSIsc1.48dRnd0000013869_Ne.4Si50_Cr.0Bi19.00-5SBi09.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,19.0,9.0,50.0,50.5,319.5,0.3665885,73.13905,90.205864,78.576385,427.343,-16.87953,112.3284,0.29001477,7.337,16.567062,11.144688,77.73206,38.43647,24.586594,13.849875,13.7917185,18.00236,90.8025,78.57,159.75,103.820206,55.9298,55.9298,103.820206,632.8,5.5726404,36.83,0.0,12.376016,33.457546,46.081814,56.239967,81.69044,182.59862,58.721874,50.96939,45.971283,64.69305,0.0,89.83927,0.86321723
RTSIsc1.48dRnd0000011741_Ne.4Si50_Cr.0Bi-09.00-5SBi-01.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-9.0,-1.5,50.0,50.5,319.5,0.42054868,-12.395413,-21.21687,-11.581242,303.53015,-66.702736,61.731197,0.32333738,3.9131875,8.3199215,9.217156,11.751234,41.578438,26.505594,15.072844,15.011125,19.690218,25.052126,15.545707,159.75,97.42988,62.320126,62.320126,97.42988,632.0,5.522172,36.98,0.0,7.181047,30.351562,51.728313,67.456795,94.02664,184.17232,60.886406,47.713734,38.75981,49.723373,0.0,21.669064,0.5978654
RTSIsc1.48dRnd0000012200_Ne.4Si50_Cr.0Bi50.00-5SBi00.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,50.0,0.5,50.0,50.5,319.5,0.27234557,5.4966645,54.74153,42.282005,392.6095,-43.51575,91.01923,0.29356253,36.413376,48.744514,11.981031,41.58692,38.433094,24.650703,13.782391,13.723594,18.06411,55.54843,42.85087,159.75,103.22333,56.526672,56.526672,103.22333,631.56,5.58725,36.75,0.0,9.816969,32.135983,46.110016,57.088985,84.01408,184.29968,60.435158,51.568157,44.844265,61.246704,0.0,54.46919,0.75235975
RTSIsc1.48dRnd0000011992_Ne.4Si50_Cr.0Bi42.00-5SBi-00.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,42.0,-0.5,50.0,50.5,319.5,0.3819972,-2.9541404,38.45033,27.054869,368.51624,-53.73332,79.66584,0.30590567,29.57875,40.904297,10.918921,26.270765,40.020924,25.652344,14.368578,14.307828,18.73089,39.566692,28.294178,159.75,100.832596,58.917408,58.917408,100.832596,632.0,5.3796096,37.07,0.0,9.46361,32.13739,49.157467,61.084827,86.27889,182.44395,60.690624,50.88422,43.41594,56.443077,0.0,38.068333,0.6662208
RTSIsc1.48dRnd0000010163_Ne.4Si50_Cr.0Bi13.00-5SBi-09.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,13.0,-9.5,50.0,50.5,319.5,0.28664374,-76.036674,-63.89876,-50.592365,389.45792,-97.843155,33.556534,0.2824693,24.944,11.639047,12.822125,50.434734,37.606014,24.257938,13.348078,13.290578,17.7245,65.260124,51.367977,159.75,105.21144,54.538563,54.538563,105.21144,631.92,5.452672,36.95,0.0,11.875343,32.061016,44.791344,54.35608,79.2842,185.05946,59.108986,51.66547,46.25428,67.46381,0.0,64.18541,0.78031677
RTSIsc1.48dRnd0000010414_Ne.4Si50_Cr.0Bi-36.00-5SBi-08.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-36.0,-8.0,50.0,50.5,319.5,0.24989139,-63.90037,-94.677605,-86.08243,456.98047,-109.334496,22.590939,0.339262,22.173265,30.278437,8.15986,85.85583,42.371548,26.339735,16.031813,15.966625,23.503235,96.012726,86.781456,159.75,92.56097,67.18903,67.18903,92.56097,632.44,5.5328593,37.0,0.0,18.365671,44.889595,57.111046,64.25295,86.0567,173.05861,55.158577,45.442955,39.930202,48.173687,0.0,94.9275,0.90266407
RTSIsc1.48dRnd0000010151_Ne.4Si50_Cr.0Bi01.00-5SBi-09.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,1.0,-9.5,50.0,50.5,319.5,0.24369653,-75.66561,-74.75803,-61.157074,406.18976,-103.53309,25.309086,0.27436045,14.015922,1.1252187,13.1154375,60.937904,36.375797,23.452484,12.923312,12.86661,17.01611,76.04407,61.78298,159.75,106.93176,52.818233,52.818233,106.93176,632.72,5.4397187,36.98,0.0,11.852485,31.203672,42.890423,52.008392,77.98772,188.73264,59.33283,51.743843,46.744328,70.22367,0.0,75.00173,0.8102543
RTSIsc1.48dRnd0000013734_Ne.4Si50_Cr.0Bi-16.00-5SBi08.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-16.0,8.5,50.0,50.5,319.5,0.28767085,68.872314,53.482933,40.109406,365.12506,-38.449,91.87843,0.28429645,28.26447,14.88864,12.891953,39.411842,37.699734,24.358171,13.341562,13.281953,17.949312,54.257553,40.40523,159.75,104.75942,54.990578,54.990578,104.75942,631.54,5.479781,36.99,0.0,11.300375,32.393906,45.34006,54.124187,79.62026,185.71992,59.562595,51.22186,45.59761,66.65922,0.0,53.195263,0.73322266
RTSIsc1.48dRnd0000013823_Ne.4Si50_Cr.0Bi-27.00-5SBi09.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-27.0,9.0,50.0,50.5,319.5,0.13497022,73.964615,48.035866,33.97464,340.87567,-40.071148,87.3003,0.27482268,39.48983,25.430407,13.574813,33.41078,36.41594,23.451202,12.964734,12.910625,17.05622,49.021458,34.42479,159.75,106.85769,52.89231,52.89231,106.85769,632.1,5.4828596,36.94,0.0,10.832031,31.061094,43.657032,52.7765,78.51473,188.50774,59.00039,51.845627,46.133423,69.77144,0.0,47.900894,0.682081
RTSIsc1.48dRnd0000011970_Ne.4Si50_Cr.0Bi20.00-5SBi-00.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,20.0,-0.5,50.0,50.5,319.5,0.1999759,-4.365346,15.495252,8.30135,288.91202,-60.545513,65.96636,0.3416018,12.490484,19.358204,7.3999844,8.422875,43.458485,27.524298,15.934188,15.865781,20.755579,21.42091,13.348836,159.75,93.80047,65.94953,65.94953,93.80047,631.74,5.534625,36.9,0.0,6.2135468,29.514063,53.995,72.27524,99.15711,183.50606,61.39181,46.432125,36.255123,42.999924,0.0,16.29226,0.8109481
RTSIsc1.48dRnd0000013989_Ne.4Si50_Cr.0Bi39.00-5SBi09.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,39.0,9.5,50.0,50.5,319.5,0.15542205,76.082664,105.513756,99.68705,459.6881,-21.429504,114.72177,0.40904596,23.505812,28.932188,5.494109,99.042816,45.90211,26.99761,18.9045,18.835218,36.775078,106.316086,99.96275,159.75,73.275764,86.474236,86.474236,73.275764,631.56,5.447797,36.87,0.0,49.205467,77.71886,77.41573,72.06274,81.97406,139.2235,41.450954,33.052296,28.395563,31.060827,0.0,105.35833,0.93888855
RTSIsc1.48dRnd0000011437_Ne.4Si50_Cr.0Bi-13.00-5SBi-03.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-13.0,-3.0,50.0,50.5,319.5,0.41754282,-23.107687,-35.813942,-24.11875,341.35907,-76.32408,54.464294,0.30113885,4.8816876,12.207453,11.215859,24.148312,39.316174,25.174343,14.141829,14.082907,18.489937,37.85905,26.121086,159.75,101.733284,58.01672,58.01672,101.733284,632.0,5.537672,37.04,0.0,8.772422,31.488907,47.716843,59.82336,86.88423,184.95099,60.907173,50.084858,42.849625,58.521595,0.0,36.231483,0.64178544
RTSIsc1.48dRnd0000013655_Ne.4Si50_Cr.0Bi05.00-5SBi08.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,5.0,8.0,50.0,50.5,319.5,0.28613,65.69432,70.41812,57.614346,386.77515,-29.26249,102.98417,0.28427207,7.955406,4.2418127,12.3181715,56.87881,37.529358,24.134266,13.395094,13.338,17.583515,71.15417,57.792282,159.75,104.992874,54.757126,54.757126,104.992874,633.02,5.5625315,36.99,0.0,10.5091715,31.62428,44.96489,55.365063,82.011566,186.14145,59.61203,51.585922,45.56589,65.63973,0.0,70.131996,0.8060175
RTSIsc1.48dRnd0000011978_Ne.4Si50_Cr.0Bi28.00-5SBi-00.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,28.0,-0.5,50.0,50.5,319.5,0.24483283,-3.5393481,23.932236,14.386243,315.45395,-59.09967,70.24328,0.3233103,17.552687,26.97178,9.169734,13.921375,41.741673,26.518406,15.223266,15.156875,19.51864,27.070892,17.577166,159.75,97.49144,62.258564,62.258564,97.49144,631.96,5.5124846,36.91,0.0,7.1952033,30.44847,51.30514,66.20036,93.18325,184.35973,61.561764,48.813484,39.663204,49.229404,0.0,23.794159,0.69584894
RTSIsc1.48dRnd0000011635_Ne.4Si50_Cr.0Bi-15.00-5SBi-02.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-15.0,-2.0,50.0,50.5,319.5,0.28918186,-16.65279,-31.497408,-20.210474,341.66498,-73.95135,56.40035,0.30473986,5.867031,14.343953,10.884359,20.212921,39.792736,25.441126,14.351609,14.291031,18.479921,34.04029,22.779303,159.75,101.132576,58.61742,58.61742,101.132576,631.52,5.620078,37.07,0.0,8.203328,31.34325,48.68328,60.827515,86.947685,183.96896,61.046814,50.48028,43.121326,56.89755,0.0,31.865232,0.63018316
RTSIsc1.48dRnd0000013106_Ne.4Si50_Cr.0Bi-44.00-5SBi05.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-44.0,5.5,50.0,50.5,319.5,0.077721074,45.063396,1.7839587,0.34555137,263.38632,-61.490536,64.166626,0.3613178,44.218437,42.780483,5.150344,4.0247188,45.117672,28.281313,16.836359,16.764656,21.892859,17.173288,10.450783,159.75,89.925095,69.824905,69.824905,89.925095,632.64,5.5576873,36.98,0.0,5.1543283,28.46311,56.77836,78.96845,105.59621,185.79317,60.707844,43.79267,31.934938,35.45092,0.0,9.13538,1.5157315
RTSIsc1.48dRnd0000011413_Ne.4Si50_Cr.0Bi-37.00-5SBi-03.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-37.0,-3.0,50.0,50.5,319.5,0.27127975,-25.07945,-61.36937,-49.008617,397.32446,-94.6177,40.629173,0.2910702,23.779781,35.791046,11.87475,48.852123,38.27867,24.551,13.727672,13.666672,17.545187,62.749886,50.008114,159.75,103.894936,55.855064,55.855064,103.894936,631.88,5.4825783,37.06,0.0,8.857437,30.474766,46.22125,58.005142,84.33379,184.89302,60.717842,51.615265,44.917267,61.84422,0.0,61.640648,0.7861041
