filename,Bi,SBi,Si,$REPET,StepCounter,ambientTemp,meanTemp,meanSensors,meanOpinion,sdevOpinion,minOpinion,maxOpinion,meanReliability,mnOpinErr!,mnSensErr!,mnOpSensDiff!,mnOpAmbDiff!,providersCount,cntProviders,newProviders,delProviders,self_net,meanDistSelf,meanDistNet,liveCount,link_up,link_dw,sensor_up,sensor_dw,howManyLinks,Ambient_waves_numb,Scrambs_numb,HistTooLow,H0,H1,H2,H3,H4,H5,H6,H7,H8,H9,HistTooHig,mnSensAmbDiff!,ratioRTSI2WoC
RTSIsc1.48dRnd0000010513_Ne.4Si50_Cr.0Bi-37.00-5SBi-07.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-37.0,-7.5,50.0,50.5,319.5,0.19244722,-60.524868,-93.19974,-83.99249,446.84644,-109.29164,22.123486,0.3263937,23.396421,32.17639,8.745188,83.70184,41.513344,26.026016,15.487329,15.422922,21.318657,94.43446,84.58835,159.75,95.954796,63.795204,63.795204,95.954796,632.16,5.5401874,36.98,0.0,14.387875,39.751877,54.23828,62.778156,85.872765,177.366,56.80864,47.42617,41.832127,51.69811,0.0,93.39219,0.8946558
RTSIsc1.48dRnd0000010073_Ne.4Si50_Cr.0Bi23.00-5SBi-10.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,23.0,-10.0,50.0,50.5,319.5,0.31688476,-79.97069,-58.50435,-44.74918,390.53595,-94.49509,35.683918,0.27898887,34.72253,20.966375,13.270016,44.640892,37.234764,24.093891,13.140875,13.084734,18.045563,59.899548,45.58315,159.75,105.58275,54.16725,54.16725,105.58275,632.44,5.4778595,36.83,0.0,14.0655,32.992672,43.479782,51.19514,76.88584,186.41801,59.149204,51.675827,46.83872,69.739296,0.0,58.82123,0.7542575
RTSIsc1.48dRnd0000010720_Ne.4Si50_Cr.0Bi-30.00-5SBi-06.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-30.0,-6.5,50.0,50.5,319.5,0.29605225,-52.914528,-81.09761,-69.46362,419.61746,-105.755486,23.97557,0.29334447,16.715641,27.68072,11.150625,69.30611,38.32981,24.562344,13.767468,13.706813,18.593142,82.3794,70.26463,159.75,102.91716,56.832844,56.832844,102.91716,632.5,5.6100626,36.81,0.0,11.865297,34.36097,46.95167,56.17883,81.764565,184.40652,58.636158,50.298046,45.08222,62.95572,0.0,81.39366,0.8479439
RTSIsc1.48dRnd0000013469_Ne.4Si50_Cr.0Bi19.00-5SBi07.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,19.0,7.0,50.0,50.5,319.5,0.112621866,57.297882,75.63436,62.947098,395.90414,-25.210146,106.5028,0.2833776,7.3709846,17.836374,12.198828,62.36639,37.695686,24.269094,13.426594,13.365907,17.065516,76.50904,63.238503,159.75,105.41597,54.33403,54.33403,105.41597,632.1,5.5950627,36.97,0.0,9.854172,30.683687,45.451767,55.653202,82.13885,184.30223,60.11733,51.964985,46.062187,65.8716,0.0,75.521736,0.82302356
RTSIsc1.48dRnd0000012822_Ne.4Si50_Cr.0Bi-28.00-5SBi04.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-28.0,4.0,50.0,50.5,319.5,0.27038467,34.298073,6.694686,3.1049407,267.5529,-61.177776,64.948654,0.36024153,30.693735,27.104156,5.508844,4.731203,45.36014,28.475954,16.884188,16.814579,21.774813,17.728876,10.828686,159.75,90.187904,69.562096,69.562096,90.187904,632.76,5.4401407,37.07,0.0,5.336344,28.97225,56.459873,77.809296,105.247406,185.21217,61.412422,44.136173,32.412514,35.761547,0.0,10.30284,1.117249
RTSIsc1.48dRnd0000012248_Ne.4Si50_Cr.0Bi-02.00-5SBi01.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-2.0,1.0,50.0,50.5,319.5,0.3983779,8.46794,6.33908,3.1569161,259.00922,-61.32145,63.725975,0.36874017,5.993297,1.7910469,4.885828,4.350875,46.26347,28.94378,17.319687,17.247938,22.246563,16.919914,10.538957,159.75,88.51536,71.23464,71.23464,88.51536,632.18,5.4900937,37.04,0.0,4.94875,28.620672,57.995953,80.42416,108.63044,183.52602,60.83095,43.278717,31.10864,32.815704,0.0,9.283857,1.4578568
RTSIsc1.48dRnd0000011731_Ne.4Si50_Cr.0Bi-19.00-5SBi-01.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-19.0,-1.5,50.0,50.5,319.5,0.3215549,-10.547145,-29.258272,-18.041225,338.6119,-71.63478,59.01512,0.30881393,8.210844,18.210672,10.734984,18.012218,40.428905,25.937548,14.49136,14.430968,18.7045,31.742538,20.809277,159.75,100.35136,59.39864,59.39864,100.35136,631.92,5.5326877,37.06,0.0,8.605968,31.493687,49.76725,62.860626,89.27825,182.35873,60.542686,49.741814,41.802124,55.46886,0.0,29.579828,0.5830212
RTSIsc1.48dRnd0000012529_Ne.4Si50_Cr.0Bi-21.00-5SBi02.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-21.0,2.5,50.0,50.5,319.5,0.20308287,22.669764,1.9730517,0.9858527,262.07394,-61.703842,65.30732,0.37066564,21.197937,20.195171,4.518141,3.9471874,46.649624,29.235453,17.414171,17.34464,22.321938,16.504282,10.292318,159.75,88.212715,71.537285,71.537285,88.212715,631.9,5.5473595,37.36,0.0,4.772172,28.105812,57.94864,81.224785,109.07441,183.33096,61.747295,43.50411,30.760046,31.431767,0.0,8.556285,0.9667942
RTSIsc1.48dRnd0000013032_Ne.4Si50_Cr.0Bi-18.00-5SBi05.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-18.0,5.0,50.0,50.5,319.5,0.30641165,42.03655,24.25342,13.932847,294.42004,-55.211258,70.29002,0.31766987,27.6055,17.28425,9.916625,13.421422,40.861343,26.173906,14.687437,14.623844,19.43125,27.194626,16.859034,159.75,98.46092,61.289078,61.289078,98.46092,631.78,5.5150156,37.25,0.0,7.658,30.737938,51.178047,65.437035,91.61124,184.3767,60.16931,48.097046,39.7587,52.756,0.0,23.992136,0.58292705
RTSIsc1.48dRnd0000010549_Ne.4Si50_Cr.0Bi-01.00-5SBi-07.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-1.0,-7.5,50.0,50.5,319.5,0.14162092,-61.41124,-62.298065,-49.94315,397.74658,-96.68411,36.627243,0.29304132,11.0060625,1.2182813,11.868813,49.637844,39.035923,25.184626,13.851296,13.7915,18.281406,63.5351,50.67175,159.75,103.14553,56.60447,56.60447,103.14553,631.9,5.407625,36.95,0.0,11.415984,32.924595,46.47289,56.274406,81.496765,183.88008,60.12764,51.1105,45.2587,62.93844,0.0,62.439686,0.789731
RTSIsc1.48dRnd0000011341_Ne.4Si50_Cr.0Bi-09.00-5SBi-03.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-9.0,-3.5,50.0,50.5,319.5,0.32374284,-28.695055,-37.455452,-25.623394,352.5728,-78.16306,54.19818,0.30013916,4.7863593,8.2599535,11.350797,25.54803,39.357674,25.218859,14.138812,14.078375,18.19286,39.3607,27.504427,159.75,102.062935,57.68706,57.68706,102.062935,632.06,5.6023593,37.06,0.0,8.857688,31.754454,48.07486,59.558624,86.514015,183.6507,61.20328,50.425,43.376877,58.6445,0.0,37.779236,0.65383106
RTSIsc1.48dRnd0000013494_Ne.4Si50_Cr.0Bi44.00-5SBi07.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,44.0,7.0,50.0,50.5,319.5,0.6584153,57.550438,97.349815,87.84697,457.76874,-18.040625,114.03477,0.32048476,30.156687,39.299736,9.047406,86.70784,40.937813,25.719797,15.218016,15.155469,20.83533,97.66103,87.6124,159.75,97.22606,62.523937,62.523937,97.22606,632.12,5.452625,37.02,0.0,13.764969,38.277798,53.366592,62.47106,86.678314,176.00508,57.58789,48.138596,42.457672,53.372032,0.0,96.6914,0.89534736
RTSIsc1.48dRnd0000011050_Ne.4Si50_Cr.0Bi00.00-5SBi-05.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,0.0,-5.0,50.0,50.5,319.5,0.32177505,-40.802094,-40.767395,-28.960592,342.5828,-80.688896,50.45946,0.29802042,11.369735,0.9155,11.329687,28.87689,38.927032,24.975672,13.95136,13.888735,18.501827,42.396313,30.352724,159.75,102.19172,57.55828,57.55828,102.19172,631.18,5.612672,37.12,0.0,10.160344,32.91492,47.831985,57.8902,83.060814,184.56766,59.949764,50.161514,44.235733,60.407063,0.0,41.08917,0.6850724
RTSIsc1.48dRnd0000010576_Ne.4Si50_Cr.0Bi26.00-5SBi-07.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,26.0,-7.5,50.0,50.5,319.5,0.3053951,-61.34026,-35.899475,-23.075195,347.84995,-77.60649,50.607388,0.29154587,37.765625,24.941843,12.365141,23.090015,38.48322,24.867235,13.615984,13.556078,18.292969,37.993977,25.136839,159.75,103.36631,56.383686,56.383686,103.36631,631.92,5.486922,37.15,0.0,11.135187,32.008656,46.414936,56.48047,81.78587,186.3589,59.32639,50.318127,44.21755,63.873905,0.0,36.227135,0.6307401
RTSIsc1.48dRnd0000012986_Ne.4Si50_Cr.0Bi36.00-5SBi04.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,36.0,4.5,50.0,50.5,319.5,0.27045938,35.68351,71.048325,59.329456,404.44232,-31.43084,103.13845,0.29803675,23.484797,34.866173,11.234297,58.60661,39.2585,25.141485,14.117016,14.057718,18.510593,71.74611,59.718624,159.75,102.22617,57.523827,57.523827,102.22617,632.6,5.479891,36.86,0.0,10.073063,33.405014,48.037407,58.47328,83.88028,183.70093,60.187515,50.86689,44.052937,59.922688,0.0,70.77786,0.8246514
RTSIsc1.48dRnd0000010359_Ne.4Si50_Cr.0Bi09.00-5SBi-08.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,9.0,-8.5,50.0,50.5,319.5,0.23258173,-69.04147,-60.369095,-47.619118,380.39816,-94.963715,36.392532,0.2865268,20.92353,8.170813,12.26775,47.386673,37.738907,24.316048,13.422859,13.367312,18.202282,61.68507,48.344044,159.75,104.31141,55.438595,55.438595,104.31141,631.82,5.5151873,36.9,0.0,11.823766,32.532047,45.474297,54.779938,80.21189,185.36069,58.67069,51.106186,45.90478,65.95572,0.0,60.601677,0.77658135
RTSIsc1.48dRnd0000010636_Ne.4Si50_Cr.0Bi-14.00-5SBi-07.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-14.0,-7.0,50.0,50.5,319.5,0.47007632,-56.03163,-69.341354,-56.564922,404.00974,-100.452,33.121426,0.283918,5.338797,12.810437,12.294484,56.57011,37.688343,24.276625,13.411718,13.353094,17.855532,70.92111,57.481274,159.75,104.88766,54.862343,54.862343,104.88766,631.08,5.48,37.2,0.0,12.018031,32.131954,43.939156,53.50664,80.24878,185.97002,59.632282,51.48606,45.916767,66.230316,0.0,69.81143,0.8059604
RTSIsc1.48dRnd0000013337_Ne.4Si50_Cr.0Bi-13.00-5SBi06.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-13.0,6.5,50.0,50.5,319.5,0.28803438,53.786457,41.06093,27.91933,344.20892,-47.126682,82.009315,0.28596538,25.368547,12.224703,12.6610155,27.220234,37.68953,24.256094,13.433437,13.374141,17.557234,42.065323,28.672653,159.75,104.70842,55.041576,55.041576,104.70842,632.36,5.440047,37.03,0.0,10.733984,32.15417,45.82667,55.270077,81.21669,185.31433,59.98125,51.1723,45.22786,65.46267,0.0,40.772896,0.65306115
RTSIsc1.48dRnd0000011491_Ne.4Si50_Cr.0Bi41.00-5SBi-03.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,41.0,-3.0,50.0,50.5,319.5,0.06360156,-23.580353,16.843405,9.508855,294.63837,-61.515503,67.244,0.33990544,32.60708,39.926422,7.490797,9.594922,42.94497,27.127172,15.817797,15.753328,20.771875,22.503008,14.2884245,159.75,94.096,65.654,65.654,94.096,631.0,5.5655,36.83,0.0,6.3952813,29.45153,53.862953,71.30552,98.31258,184.22638,61.518486,46.55872,36.43875,42.929813,0.0,17.626335,0.75713587
RTSIsc1.48dRnd0000012852_Ne.4Si50_Cr.0Bi02.00-5SBi04.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,2.0,4.0,50.0,50.5,319.5,0.2267857,33.355545,35.319622,24.036602,330.54803,-51.775562,77.58801,0.30483666,8.916562,1.7133125,10.80975,23.429937,39.891468,25.535906,14.355562,14.296578,18.948954,36.636192,25.348795,159.75,100.85711,58.89289,58.89289,100.85711,632.28,5.541953,37.1,0.0,9.346859,32.519547,49.14625,60.133827,86.40212,183.38077,60.612045,50.53878,43.211094,56.988705,0.0,35.092987,0.6475475
RTSIsc1.48dRnd0000012054_Ne.4Si50_Cr.0Bi04.00-5SBi00.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,4.0,0.0,50.0,50.5,319.5,0.3421182,1.7088512,5.4966965,3.1092005,261.62466,-61.69388,64.12297,0.36490732,4.7468905,3.31225,5.061297,5.0891404,45.32633,28.251375,17.074953,17.003843,22.127188,17.468506,10.979663,159.75,89.22073,70.52927,70.52927,89.22073,631.22,5.4047656,36.97,0.0,4.8098125,28.044579,56.647095,78.92305,106.08731,185.89047,61.513313,43.843548,31.718876,33.741955,0.0,10.228882,2.0303395
RTSIsc1.48dRnd0000011712_Ne.4Si50_Cr.0Bi-38.00-5SBi-01.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-38.0,-1.5,50.0,50.5,319.5,0.46858072,-10.974969,-48.345787,-36.15463,381.0364,-85.703964,49.062347,0.29447097,24.867218,36.869595,11.708078,36.20206,38.771797,24.869032,13.902765,13.846266,17.820938,50.04955,37.636223,159.75,103.227295,56.5227,56.5227,103.227295,632.5,5.489734,36.8,0.0,8.910453,31.0425,46.76008,57.950657,85.00233,185.75255,60.885593,51.186905,44.705235,60.303703,0.0,48.81437,0.72704124
RTSIsc1.48dRnd0000010098_Ne.4Si50_Cr.0Bi48.00-5SBi-10.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,48.0,-10.0,50.0,50.5,319.5,0.42724824,-79.560936,-33.30178,-20.959427,325.74738,-76.31153,51.01222,0.29457122,58.1015,45.758015,11.864656,21.014547,38.611423,24.946953,13.664469,13.605094,18.712093,35.35241,22.88922,159.75,102.62861,57.12139,57.12139,102.62861,632.88,5.5221405,37.03,0.0,11.363734,33.106922,47.591125,57.434032,82.63605,185.04536,58.623516,49.935406,44.143764,63.000095,0.0,33.72903,0.60048324
RTSIsc1.48dRnd0000013108_Ne.4Si50_Cr.0Bi-42.00-5SBi05.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-42.0,5.5,50.0,50.5,319.5,0.18738347,44.625137,3.06748,1.1254839,262.99838,-61.089508,64.05692,0.3651969,42.99856,41.059063,4.8132343,3.8707345,45.581608,28.482,17.09961,17.030344,21.954546,16.98859,10.415524,159.75,89.309044,70.440956,70.440956,89.309044,632.02,5.482719,36.78,0.0,4.7246876,27.842968,56.84692,79.96708,108.48433,184.28285,61.507328,43.52783,31.226719,33.60928,0.0,8.602083,1.4582989
RTSIsc1.48dRnd0000012691_Ne.4Si50_Cr.0Bi41.00-5SBi03.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,41.0,3.0,50.0,50.5,319.5,0.41485116,26.223095,66.4259,54.611538,409.67975,-36.724865,99.97067,0.29677436,28.101625,39.702187,11.32636,53.734,38.943344,25.02772,13.915625,13.855359,18.259579,67.03755,54.81618,159.75,102.56563,57.184376,57.184376,102.56563,631.48,5.4624376,37.04,0.0,9.74114,31.646126,46.595936,57.502953,84.458595,184.61415,60.99792,51.169342,44.921093,59.832733,0.0,66.011055,0.8099803
RTSIsc1.48dRnd0000011868_Ne.4Si50_Cr.0Bi18.00-5SBi-01.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,18.0,-1.0,50.0,50.5,319.5,0.079125084,-9.422038,8.448703,4.192926,266.06586,-61.13948,64.27314,0.35780737,13.366032,17.37078,5.9123907,5.5867343,44.78872,28.095266,16.693453,16.62625,21.594141,18.304726,11.293908,159.75,90.69639,69.05361,69.05361,90.69639,632.08,5.4200625,37.09,0.0,5.006375,28.71711,56.54697,77.43984,104.564186,184.3896,61.22745,44.664986,32.947735,36.575733,0.0,11.701896,1.7701125
RTSIsc1.48dRnd0000011506_Ne.4Si50_Cr.0Bi-44.00-5SBi-02.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-44.0,-2.5,50.0,50.5,319.5,0.45600006,-20.91475,-64.046844,-51.71497,412.53558,-96.687904,39.59958,0.29309234,30.494234,42.63261,11.843422,51.715626,38.632313,24.713345,13.918969,13.857938,17.93589,65.546646,52.838978,159.75,103.34788,56.402126,56.402126,103.34788,631.8,5.5502033,36.97,0.0,9.890891,31.701687,46.486546,57.083656,83.853325,183.67091,60.75472,51.73044,45.084686,61.54314,0.0,64.50284,0.7949705
RTSIsc1.48dRnd0000011694_Ne.4Si50_Cr.0Bi44.00-5SBi-02.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,44.0,-2.0,50.0,50.5,319.5,0.32503468,-16.42993,26.94533,16.951622,322.51804,-58.443134,71.738686,0.3162067,32.928032,42.87536,9.740016,16.439016,40.67066,25.883875,14.786781,14.72475,19.3395,29.856396,19.732796,159.75,98.77406,60.975937,60.975937,98.77406,631.38,5.5499845,36.93,0.0,7.9196873,31.242952,50.650093,64.41016,90.99503,184.66234,60.304157,48.500454,40.172234,52.522892,0.0,26.880663,0.632281
RTSIsc1.48dRnd0000013630_Ne.4Si50_Cr.0Bi-20.00-5SBi08.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-20.0,8.0,50.0,50.5,319.5,0.13134359,64.13114,44.545124,31.607794,350.44495,-45.964733,85.2609,0.28858325,32.02483,19.087313,12.463344,31.040375,38.150845,24.593391,13.557453,13.499484,18.182266,45.63436,32.291683,159.75,103.92763,55.822376,55.822376,103.92763,632.42,5.4628124,36.92,0.0,11.189531,32.75867,46.17994,55.506,80.08536,186.07545,59.7565,50.74564,45.10903,65.01388,0.0,44.41378,0.6865487
RTSIsc1.48dRnd0000010556_Ne.4Si50_Cr.0Bi06.00-5SBi-07.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,6.0,-7.5,50.0,50.5,319.5,0.34085205,-60.889626,-55.00273,-41.93531,372.3336,-91.20181,39.646854,0.28349274,18.458376,5.386125,12.587891,41.83203,37.434093,24.091532,13.342563,13.284109,17.737595,56.459663,42.806175,159.75,105.02266,54.727345,54.727345,105.02266,631.1,5.434969,37.13,0.0,11.218094,32.247875,44.571266,53.98097,79.893265,185.82774,59.636265,51.51039,46.064377,66.14975,0.0,55.343586,0.75224006
RTSIsc1.48dRnd0000012326_Ne.4Si50_Cr.0Bi-24.00-5SBi01.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-24.0,1.5,50.0,50.5,319.5,0.50782484,13.999862,-9.658896,-4.476396,271.72522,-62.37292,64.02172,0.35510418,18.05225,23.157328,5.9548907,5.691656,45.292,28.571032,16.720968,16.649109,21.234812,18.594696,11.446327,159.75,91.323425,68.426575,68.426575,91.323425,631.98,5.5475626,37.05,0.0,5.3754063,28.465548,55.747173,76.556984,105.40217,183.29218,61.72542,44.99294,33.129562,37.292625,0.0,11.847044,1.7221743
RTSIsc1.48dRnd0000013665_Ne.4Si50_Cr.0Bi15.00-5SBi08.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,15.0,8.0,50.0,50.5,319.5,0.38818032,66.494026,80.640564,68.12143,405.0476,-22.956316,109.07821,0.2850501,5.5762033,13.646906,12.03325,67.26005,37.8345,24.256516,13.577985,13.521906,17.859922,81.2527,68.08576,159.75,104.73977,55.010235,55.010235,104.73977,633.3,5.567516,37.01,0.0,11.233094,32.409874,45.203266,54.465298,80.78566,185.74164,60.10825,51.245705,46.14078,65.96644,0.0,80.25238,0.8360836
RTSIsc1.48dRnd0000010989_Ne.4Si50_Cr.0Bi39.00-5SBi-05.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,39.0,-5.5,50.0,50.5,319.5,0.26886633,-44.715874,-6.3717523,-2.3856425,267.2555,-63.088165,62.862476,0.356238,41.829765,37.844124,5.7391877,4.5542655,44.98761,28.314875,16.672735,16.604391,21.48175,18.043686,10.782821,159.75,91.016266,68.733734,68.733734,91.016266,632.2,5.5345626,37.04,0.0,5.6755,28.398985,55.93817,77.14927,104.97762,183.75748,61.384968,44.533985,32.856827,37.527187,0.0,10.260211,1.4007118
RTSIsc1.48dRnd0000011447_Ne.4Si50_Cr.0Bi-03.00-5SBi-03.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-3.0,-3.0,50.0,50.5,319.5,0.33680624,-25.063095,-28.184721,-17.32908,327.98956,-71.58696,57.916874,0.3091461,7.6486564,2.6818907,10.471281,17.410343,39.883877,25.442688,14.441188,14.381141,18.842516,31.119846,20.32855,159.75,100.214035,59.53597,59.53597,100.214035,631.6,5.612625,36.87,0.0,8.218562,31.41925,49.612656,62.383484,88.79319,183.518,60.368626,49.617,42.230373,55.438858,0.0,28.614485,0.6754685
RTSIsc1.48dRnd0000013023_Ne.4Si50_Cr.0Bi-27.00-5SBi05.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-27.0,5.0,50.0,50.5,319.5,0.25987977,42.628395,15.985695,8.209187,270.30392,-58.211147,66.5853,0.33929762,33.918392,26.141687,7.6754375,8.110391,42.82111,27.010937,15.810172,15.744484,20.659828,21.230356,12.798066,159.75,94.26205,65.48795,65.48795,94.26205,631.38,5.5575,37.05,0.0,5.7880936,28.813578,53.348297,72.499374,99.313675,185.39546,60.88411,45.837578,35.744984,43.754845,0.0,16.191067,1.103192
RTSIsc1.48dRnd0000012117_Ne.4Si50_Cr.0Bi-33.00-5SBi00.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-33.0,0.5,50.0,50.5,319.5,0.061622534,5.195991,-27.315292,-17.219751,338.61893,-71.135475,61.120377,0.3198997,22.004343,32.009563,9.635235,16.967546,41.47736,26.515203,14.962156,14.898359,19.430735,30.015703,20.14546,159.75,98.128,61.622,61.622,98.128,633.0,5.4400625,36.85,0.0,7.648,31.242281,51.366516,65.50658,91.283264,183.65038,61.84878,49.37931,40.721626,50.353264,0.0,27.37758,0.5869054
RTSIsc1.48dRnd0000011006_Ne.4Si50_Cr.0Bi-44.00-5SBi-05.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-44.0,-5.0,50.0,50.5,319.5,0.7345489,-40.963737,-82.97907,-71.788345,440.52267,-106.60155,25.763803,0.29976866,30.656843,41.516438,10.704297,72.054,39.13053,24.952421,14.178109,14.117703,18.539078,84.74022,73.107506,159.75,101.929,57.821,57.821,101.929,631.98,5.5353127,36.8,0.0,10.504437,33.0432,47.75914,58.349827,84.477066,183.35902,59.841923,50.66453,44.436626,59.54422,0.0,83.71362,0.8589242
RTSIsc1.48dRnd0000011407_Ne.4Si50_Cr.0Bi-43.00-5SBi-03.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-43.0,-3.0,50.0,50.5,319.5,0.36628625,-25.955011,-68.18204,-56.17605,418.91907,-99.56594,35.99817,0.29593036,29.941687,41.72836,11.519844,56.07772,39.099155,25.014328,14.084828,14.022968,18.35964,69.61559,57.162037,159.75,102.632126,57.117874,57.117874,102.632126,632.38,5.647875,37.0,0.0,10.260578,32.242702,46.713703,57.004845,84.44026,183.9471,60.528343,51.283016,44.96728,60.992172,0.0,68.548325,0.8142841
RTSIsc1.48dRnd0000011240_Ne.4Si50_Cr.0Bi-10.00-5SBi-04.00-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-10.0,-4.0,50.0,50.5,319.5,0.20356219,-32.44409,-42.26286,-30.14977,360.6916,-81.467575,51.042095,0.29602867,4.6213436,9.318296,11.63689,29.957079,39.149296,25.276829,13.872469,13.811438,18.251781,43.855732,31.548363,159.75,102.67426,57.075733,57.075733,102.67426,633.26,5.419578,36.9,0.0,10.406656,32.480312,47.305515,57.969814,83.35231,185.47385,60.14058,50.5982,44.381454,61.151314,0.0,42.466423,0.6848182
RTSIsc1.48dRnd0000012923_Ne.4Si50_Cr.0Bi-27.00-5SBi04.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,-27.0,4.5,50.0,50.5,319.5,0.2030968,38.097862,11.381251,5.397654,263.08807,-59.498734,64.51378,0.34747514,32.200783,26.21461,6.506234,5.788125,43.90458,27.673063,16.231516,16.163515,20.809954,18.866053,11.209686,159.75,92.84178,66.90822,66.90822,92.84178,632.02,5.604891,36.85,0.0,5.4076405,27.905985,54.051483,74.743065,103.116486,184.79184,61.682407,45.41908,34.384,40.518017,0.0,12.556928,1.9109415
RTSIsc1.48dRnd0000011565_Ne.4Si50_Cr.0Bi15.00-5SBi-02.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,15.0,-2.5,50.0,50.5,319.5,0.23560475,-19.663605,-5.0152683,-2.1241975,256.73288,-62.32603,62.60997,0.3695073,17.055922,14.14761,4.5996876,3.9662812,46.08989,28.795828,17.294062,17.223328,22.548672,16.593813,10.309232,159.75,88.227394,71.522606,71.522606,88.227394,631.9,5.454969,37.01,0.0,4.965625,28.787296,57.79258,80.57316,107.08492,185.42531,61.04964,43.13028,30.686125,32.405064,0.0,8.531532,1.4502554
RTSIsc1.48dRnd0000013770_Ne.4Si50_Cr.0Bi20.00-5SBi08.50-5nA160Am0.0Sm0.25mT0.001No0Al0.1Be0eT0eA160eS0eFS0eFa0.out,20.0,8.5,50.0,50.5,319.5,0.2362944,68.65626,87.09186,75.452576,437.72202,-19.935577,111.6366,0.2947816,8.208203,17.934172,11.1532345,74.74238,38.997658,25.171595,13.826062,13.76564,18.706032,87.81718,75.71528,159.75,102.62278,57.12722,57.12722,102.62278,631.92,5.597703,36.87,0.0,12.923672,34.19111,46.933826,55.558205,81.04172,183.62508,58.964718,50.461548,45.092953,63.12717,0.0,86.85556,0.85840833
